source,target
3243,368431
3243,854434
3243,96335
4274,1105428
4274,1114664
4274,1119078
4330,1103676
4330,1103737
4330,1104449
4330,1108834
4330,11093
4330,1109439
4330,1110438
4330,1114352
4330,1132459
4330,1132461
4330,1135108
4330,1136393
4330,1136397
4330,1152917
4330,119956
4330,12946
4330,137873
4330,151708
4330,1717
4330,32688
4330,328370
4330,35797
4330,428610
4330,46468
4330,69392
4330,69418
4330,753265
4330,949217
4335,1104300
4335,1121254
4335,1136310
4335,1136397
4335,1140547
4335,1717
4335,239800
4335,32698
4335,35922
4335,46468
4335,62417
4335,755082
4335,95718
4553,1102548
4649,1105887
4649,1127851
4649,135765
4649,135766
4649,411092
4649,434
4649,449841
4649,6917
4649,8703
5055,1104851
5055,1107861
5055,1119751
5055,1121867
5055,129897
5055,167656
5086,109323
5086,1105698
5086,129896
5086,137849
5086,3187
5086,3191
5086,354004
5086,423463
5086,440815
5086,561364
5086,79809
5348,1108050
5348,1114192
5348,1118083
5348,1120197
5348,1120858
5348,1123239
5348,1132968
5348,139547
5348,256106
5348,2695
5348,2696
5348,342802
5348,75695
5348,911198
5348,99025
5454,1105574
5454,1128425
5454,1130680
5462,1129111
5462,119956
5462,227286
5462,910
5869,1110520
5869,910
5959,1102625
5959,545647
5959,582511
5966,1102625
5966,1106388
5966,1107861
5966,68463
5966,8699
6130,1132461
6130,1154123
6130,1154124
6130,671269
6130,675847
6238,10793
6238,1123991
6238,1130356
6238,84459
6311,1114864
6311,1115677
6311,235776
6311,69397
6318,1108656
6318,1119295
6318,1121057
6318,20833
6334,1107067
6334,1116268
6334,1152307
6334,1152448
6334,1152975
6334,1153169
6334,1153703
6334,200480
6334,20850
6334,3231
6334,444240
6334,46431
6334,68463
6343,1125992
6343,141868
6343,200480
6343,521252
6344,1112665
6344,200480
6639,116084
6639,178209
6639,568045
6639,591017
6767,1114864
6767,235776
6767,6334
6767,69397
6771,65653
6775,1111240
6775,350319
6782,1123068
6782,463825
6784,100961
6784,1116629
6784,350319
6784,35797
6784,560936
6784,562123
6784,60170
6784,6775
6786,1106789
6786,714975
6818,1105531
6818,1121254
6818,1128425
6818,390896
6818,50336
6818,50337
6898,1123188
6898,124224
6898,12631
6898,431206
6898,6910
6898,78994
6910,1117219
6910,1123188
6910,1132083
6910,1152150
6910,1154103
6910,169279
6910,263553
6910,431206
6910,662416
6913,1105011
6913,1116336
6913,1131230
6913,1135108
6913,1152917
6913,1717
6913,428610
6913,431206
6913,4330
6913,703953
6917,1153811
6917,449841
6923,1155073
6923,187354
6923,20857
6923,308003
6923,6941
6923,93923
6935,1000012
6935,101660
6935,1106388
6935,1115670
6935,1120650
6935,18615
6935,238099
6935,308003
6941,372862
7032,1109439
7032,1110438
7032,137873
7032,323128
7032,52847
7047,1135082
7047,14549
7047,212930
7047,2663
7047,54844
7272,1136446
7272,7276
7272,7297
7272,763181
7276,763181
7296,763181
7297,7276
7297,763010
7297,763181
7532,1121603
7532,1153097
7532,141171
7532,314459
7532,7537
7532,80515
7537,1113534
7537,1131348
7537,1153097
7537,141171
7537,314459
7537,409255
7537,7532
8079,105057
8079,1103737
8079,1121867
8079,154982
8079,192850
8079,27250
8079,39124
8224,1108728
8224,1110426
8224,1111788
8224,1128531
8224,1132815
8224,11342
8224,1153148
8224,1153866
8224,133615
8224,22431
8224,22563
8224,23738
8224,30895
8224,368431
8224,49843
8224,49844
8224,49847
8224,55403
8224,601567
8224,62389
8224,6311
8224,65653
8224,6639
8224,97377
8581,1120059
8581,1132968
8581,2665
8581,75691
8581,75695
8591,1154525
8591,137956
8591,167205
8591,709113
8594,1132809
8594,1154525
8594,1213
8594,180187
8594,232605
8594,58268
8594,709113
8594,8591
8617,1116268
8617,175291
8617,36145
8617,52784
8619,175291
8619,36145
8687,1102751
8687,38000
8696,104840
8696,1102751
8699,104840
8699,1102751
8703,104840
8703,1102751
8703,1105428
8703,1119078
8703,173884
8703,27535
8703,308232
8703,434
8703,502574
8703,51866
8703,51909
8703,59244
8703,89335
8766,409725
8821,1102761
8821,1153811
8832,1102761
8961,1103610
8961,1133390
9559,1102794
9559,252725
9581,1130780
9581,633585
10169,1107067
10169,1123867
10169,114189
10169,158614
10169,17798
10169,20850
10169,211875
10169,259126
10169,3231
10169,39126
10169,39131
10169,49660
10169,552469
10169,6334
10169,63477
10169,63486
10169,636098
10169,711598
10169,85452
10435,1103394
10435,112378
10435,208345
10435,22566
10435,8703
10531,1102850
10531,1129442
10531,1130634
10531,194617
10531,31336
10531,31349
10531,31353
10531,36620
10531,43698
10531,686532
10796,1110947
10796,1113934
10796,1135358
10796,1153148
10796,180373
10796,20942
10796,30895
10796,31097
10796,417017
10796,46536
10796,601567
10796,8699
10798,10796
10798,1154500
10798,212777
10798,252715
10798,434
10798,601561
10798,8703
10798,97892
11093,39199
11148,1129835
11148,1131719
11148,193354
11148,25413
11326,11339
11335,1127657
11335,11325
11335,1153264
11335,20833
11335,35070
11335,49843
11335,545647
11335,582511
11337,1128256
11339,11326
11339,211432
11339,30901
11339,44017
11339,45061
11342,463825
11342,79809
12439,105057
12439,323128
12439,340078
12631,1123188
12631,1152150
12631,1154103
12631,12638
12631,662416
12631,6898
12631,6910
12631,78994
12638,1123188
12638,119761
12638,263553
12638,4330
12638,662416
12638,6898
12638,6910
13024,899119
13136,1118083
13136,160705
13205,1105148
13205,13208
13208,1105148
13208,131318
13212,1105148
13212,131318
13212,13208
13212,214472
13212,358884
13212,411005
13213,1152143
13213,131318
13885,1104379
13885,31043
13885,42847
13885,84459
14083,1103016
14090,1103016
14090,643069
14428,1103031
14428,1103969
14428,14429
14428,14431
14428,34082
14428,73119
14429,1103031
14429,1103969
14429,1119216
14429,14431
14429,34082
14429,73119
14430,1103031
14430,1103969
14430,1119216
14430,14429
14430,14431
14430,34082
14430,73119
14431,1103031
14529,1103038
14529,1114864
14529,1119987
14529,239829
14531,1103038
14531,1105932
14531,1152308
14531,592830
14531,60682
14545,1103038
14545,14549
14549,1103038
14549,592830
14807,1111240
15076,25702
15076,708945
15984,158098
15984,189577
15984,308920
15984,714975
15987,1127530
15987,158098
15987,3192
15987,523394
15987,653441
15987,714289
16008,1105531
16008,1131165
16008,158098
16008,189571
16008,189572
16008,189577
16008,308920
16008,3191
16008,3192
16008,523394
16008,642827
16819,1131167
16819,1131236
16819,1131274
16819,1131312
16819,126793
16819,643003
16819,643069
16819,643221
16819,644093
16819,644334
16819,646195
16819,646286
16843,1152259
16843,1152991
16843,643069
17242,1115291
17242,280876
17363,444191
17798,1119987
17798,1152308
17798,3231
17798,323128
17798,39131
17811,1107136
17811,63486
17821,245955
18313,249421
18532,86923
18536,1106854
18536,424540
18536,86923
18615,1000012
18615,582343
18770,28964
18770,531348
18770,531351
18773,167656
18773,88356
19621,1106287
19621,1114153
19621,1114442
19621,1126044
19621,1128846
19621,1131464
19621,1135082
19621,1135137
19621,123825
19621,184918
19621,23448
19621,330148
19621,42847
19621,49482
19621,62347
19621,631052
19621,649730
19621,649739
19621,684372
19621,7276
19621,7297
19621,763009
19621,83826
19621,853116
19621,948299
19621,950052
19697,131318
19697,239800
19697,32698
19697,40124
19697,95718
20584,1106849
20584,1111788
20584,1118823
20584,20592
20584,20593
20584,235776
20584,389715
20584,6311
20592,20593
20821,1127851
20821,372862
20857,1127863
20857,1155073
20923,1115701
20923,1116530
20923,20924
20923,289885
20923,294030
20924,1113934
20924,1115701
20924,289885
20924,294030
22431,1110426
22431,144330
22431,49843
22431,49844
22431,49847
22431,6639
22563,10435
22563,107251
22563,107252
22563,1103394
22563,1120962
22563,1121459
22563,1123926
22563,12439
22563,1786
22563,22564
22563,22566
22563,3220
22563,36140
22563,389715
22563,63915
22563,6767
22563,6771
22564,10435
22564,1103394
22564,22566
22566,10435
22566,1103394
22835,1110563
22835,39904
22875,1110947
22875,1113934
23069,23070
23069,74700
23070,1116044
23070,134307
23070,134316
23070,74698
23070,87915
23502,184918
23546,27230
23738,101662
23738,101811
23738,11325
23738,11342
23738,1153064
23738,1153148
23738,189574
23738,22563
23738,27249
23738,27250
23738,411092
23738,84020
24043,1111265
24043,15076
24043,928873
24476,1103499
24476,1106546
24476,1153024
24966,1104449
24966,1105344
24966,1105433
24966,1106370
24966,1106671
24966,1123576
24966,1131149
24966,1131267
24966,1152194
24966,1154042
24966,124828
24966,131042
24966,131318
24966,145134
24966,145176
24966,19697
24966,197452
24966,202639
24966,239800
24966,40124
24966,63549
24966,641976
24966,65212
24966,671293
24966,79809
24966,92065
24966,95719
24974,1104258
24974,1112723
24974,131042
24974,34315
24974,40125
24974,6771
25181,1152277
25181,1152673
25181,1154251
25181,25184
25181,27174
25181,96335
25184,285675
25184,385572
25702,1108834
25702,1118848
25702,1136397
25702,147870
25702,202639
25702,675649
25702,910
25772,1104769
25772,1105932
25772,1122580
25772,1126503
25772,1997
25772,641956
25794,582343
26850,1114605
27174,180373
27174,25184
27174,96335
27230,23545
27241,1106492
27241,1116268
27243,1104851
27243,59045
27249,368431
27249,8079
27510,1110998
27510,1128990
27510,1152143
27510,188318
27514,1152143
27530,1106630
27530,1128542
27530,27531
27530,592826
27530,66594
27531,1106370
27531,763009
27535,1112026
27535,173884
27535,308232
27535,34961
27543,1106630
27543,1135125
27543,27531
27895,105057
27895,1103676
27895,1122580
27895,112378
27895,1132706
27895,1786
27895,23738
28957,1105531
28957,159897
28957,189577
28957,28964
28957,35922
28957,66794
28957,88356
28964,1125402
28964,1125944
29492,1112426
29492,1122574
29492,131117
29492,144408
29492,152219
29492,29708
29492,3229
29492,400473
29708,131315
29723,131315
29723,35905
29723,6818
30817,1120211
30817,3229
30817,631052
30817,75691
30895,1152277
30895,1152673
30895,1154251
30895,30901
31055,1106630
31083,1123068
31083,48066
31105,1105672
31105,175291
31336,1129442
31336,31349
31336,686532
31349,686532
31353,10531
31353,1063773
31353,1123576
31353,1124844
31353,1129442
31353,1152162
31353,1152272
31353,1152904
31353,194617
31353,286562
31353,31336
31353,31349
31353,31927
31353,43698
31353,686532
31353,686559
31479,1115701
31479,114189
31479,14549
31479,20592
31479,289885
31479,294030
31479,39165
31483,1131137
31483,118682
31483,39126
31483,39165
31489,1130780
31489,1152150
31489,227286
31489,40583
31489,40605
31489,632796
31489,632874
31489,632935
31489,633585
31489,633721
31489,9581
31769,67245
31769,67246
31863,358894
31863,91581
31927,1124844
31927,1129572
31927,194617
31927,31932
31932,194617
32083,1113995
32083,1120962
32083,200630
32083,31769
32083,346292
32083,6771
32083,688361
32276,15076
32276,174418
32276,39199
32276,636500
32276,636511
32276,84695
32688,1717
32688,69418
32698,95719
33412,124296
33412,211875
33412,34708
34082,1103969
34082,1119216
34315,1103979
34315,40125
34355,1103979
34708,102406
34708,120039
34708,211432
34961,22883
34961,31043
35797,100961
35797,1110998
35797,1116629
35797,188318
35797,399370
35797,60169
35797,60170
35797,627024
35905,1152162
35905,1152272
35905,1152904
35905,29723
35922,1105116
35922,1140547
35922,1152162
35922,1152272
35922,1152904
35922,194223
35922,390894
35922,390896
35922,390922
35922,396412
35922,50336
35922,50337
35922,66982
36140,105057
36140,1104055
36140,112378
36140,12439
36140,22563
36140,27249
36140,323128
36140,350373
36140,35797
36140,63915
36145,1104055
36145,1105672
36145,1116268
36145,272720
36145,52784
36162,1132815
36162,1152307
36162,1152448
36162,1152975
36162,1153703
36162,197452
36620,1128430
36620,120039
36620,189620
37541,1119140
37541,260979
37879,1105116
38537,1131270
38537,1131277
38537,137868
38537,153063
38537,642847
38537,646195
38771,1104191
39126,1107067
39126,88356
39127,1105932
39127,1128881
39127,1128927
39127,1128935
39127,116081
39127,116084
39127,116087
39127,195150
39127,277263
39127,3231
39127,46476
39127,49660
39127,52835
39127,592826
39127,592830
39127,75972
39130,346243
39130,36620
39130,39131
39130,521252
39131,1106330
39131,1131728
39131,3231
39131,6334
39165,1131137
39165,118682
39165,39126
39199,39210
39199,66982
39210,66982
39210,66986
39890,1123689
39890,1154229
39890,1154232
39890,1154233
39890,162664
39890,189571
39890,242663
39890,294030
39890,3191
39890,51045
39890,521855
39890,523394
39890,559804
39890,653441
39890,714256
39890,714289
39890,714975
40124,1104258
40124,1112723
40125,1104258
40151,1104261
40151,1132418
40151,1152307
40151,1152448
40151,1152975
40151,1153703
40151,49660
40151,671293
40605,40583
40605,633721
40605,884094
40886,1121459
40886,112378
40886,1131728
40886,141868
40886,145215
40886,429805
40886,654177
41216,1104300
42847,1104379
42848,1104379
42848,1116835
43165,1131195
43639,469504
43639,99025
43698,1129442
43698,31349
43698,686532
44017,1106492
44017,206524
44017,48075
45052,1131266
45052,27250
46468,27249
46491,107251
46491,107252
46491,1105672
46491,1118823
46491,1120169
46491,1152290
46491,137380
46491,308232
46491,37541
46491,389715
46491,46547
46491,51834
46547,107251
46547,1118823
46547,1786
46547,389715
46887,1111788
46887,1153106
46887,235776
46887,6311
47682,1125393
47682,47683
47682,47684
48550,133563
48550,227286
48555,133563
48555,48550
49482,1112369
49482,217984
49482,631052
49482,7297
49660,3237
49660,66594
49811,3233
49811,463825
49843,1106388
49843,49844
49843,49847
49844,1127851
49847,49844
50336,13269
50336,35922
50336,390894
50336,50337
50336,683355
50337,13269
50337,390894
50337,396412
50354,123556
50354,14807
50354,289088
50838,1126503
50838,25794
51045,242663
51049,1134320
51049,1154232
51049,242663
51049,39890
51049,51045
51052,242663
51052,51045
51866,1119078
51866,22883
51866,27535
51866,34961
51879,1114664
51879,22883
51879,51866
51879,51909
51909,1105428
51909,173884
51909,502574
51934,14545
52000,1104809
52000,52007
52003,1104809
52003,1112194
52003,52000
52007,1104809
52515,300806
52515,39199
52515,446271
52784,1104851
52835,1115471
52847,1131471
52847,1153811
54844,1104946
55403,1128531
55770,1114777
55770,208345
55801,208345
57773,1154524
57773,235670
58268,13024
58268,137956
58268,899119
58552,1113828
58552,248395
59045,1121867
59798,1152277
59798,1152673
59798,1154251
59798,180373
59798,25181
59798,27174
59798,30895
59798,96335
60159,399370
60159,60169
60169,399370
60170,399370
60682,63477
61417,1106764
61417,212777
61417,94416
62347,62333
62389,1107325
62417,1107558
62417,41216
62607,294145
62676,14083
62676,312409
63486,509379
63486,83461
63549,1105344
63812,1105360
63812,1121057
63812,1125393
63915,145215
63915,38000
63915,6935
65057,1125909
65057,134307
65057,519353
65057,74698
65074,1110209
65074,1117920
65074,134307
65074,134316
65074,142268
65074,23070
65074,65057
65074,714748
65074,74698
65074,87915
65212,1105433
65212,1154042
66594,8821
66596,362926
66596,8821
66782,1105505
66782,51834
66794,1105505
66794,1153031
66982,39210
66986,39210
67245,31769
67245,67246
67246,31769
67292,1105530
67584,1127558
67584,1127566
67584,562067
67633,1114777
67633,55801
68115,47684
68224,1105574
68224,1128425
68224,1130680
68224,582139
69198,231198
69198,411005
69198,8581
69392,1132461
70281,1105672
70281,1106630
71736,1152259
71736,1152991
71904,239800
71904,95718
72908,1127863
72908,6923
72908,93923
72908,954315
73119,14429
73119,14431
73162,1134320
73162,1134348
73162,189774
73162,519353
73162,521855
73162,559804
73162,653441
73162,714260
73162,714748
73162,714879
73712,1112194
73712,52003
74698,134307
74698,23070
74700,134307
74700,23069
74821,1120252
74821,1131149
74821,1131150
74920,1105877
74921,1105877
74937,1105877
74937,74920
74937,74921
75121,1105887
75121,1106388
75121,22431
75121,417017
75318,103430
75318,1121569
75318,141171
75693,214472
75694,214472
75695,1113035
75695,1120059
75695,139547
75695,911198
75969,1105932
75969,1128856
75969,1128935
75969,1153811
75969,591017
75969,592830
75972,1105932
75972,1128935
75972,592830
75983,1106568
75983,1115790
77758,1129907
77758,1131745
77758,180373
77758,25772
77758,289885
77758,294030
77758,424
77758,613409
77758,910
78994,662279
78994,662572
79809,1121659
79809,1131466
79809,11342
79809,31863
79809,358866
79809,79817
79809,91581
79817,1131466
80491,314459
80491,7532
80491,80515
80515,1121603
80515,314459
83461,954315
83826,1106287
83847,1106287
83847,1130678
83847,66986
84020,1106492
85449,1120169
85449,1152290
85452,1120169
85452,1152290
85688,75121
85688,8224
85688,8703
85688,97892
86923,1114184
86923,18532
87915,1110209
87915,1153786
87915,142268
87915,23070
89335,59244
89416,1106546
89416,1153024
89416,137130
89416,506
89416,65074
90888,1113934
90888,13885
90888,340075
91038,52515
91581,31863
91581,358894
92065,1106671
92589,1131137
92589,173884
92589,39165
93555,1152958
93555,119761
93555,143801
93555,284023
93555,284025
93923,6941
94416,1106764
95718,32698
95719,32698
97377,211432
97377,3240
97377,39130
99023,578306
99023,578309
99023,578347
99030,578337
100197,193931
100197,447250
100197,688361
100961,60169
101660,1107095
101662,1107095
101811,101662
101811,1153064
101811,151430
101811,6935
103430,1154074
103430,75318
103482,1114388
103482,1119140
103482,1128990
103482,27510
103482,27514
103543,126927
105856,193931
105856,289085
105865,193931
105865,193932
107177,1119751
107251,107252
107251,389715
108962,108963
108962,1095507
108962,159897
108962,310653
108963,108962
108963,1095507
108974,108962
108974,108963
108974,1133417
108974,66794
108983,108962
108983,159897
108983,310653
108983,683404
109323,137849
112099,1114777
112378,1121459
112378,1131728
112378,141868
112378,145215
112378,654177
114189,88356
114966,1125258
116081,116087
116081,277263
116084,116087
116084,195150
116084,568045
116084,75972
116528,1110438
116528,25772
116528,3237
118559,1108209
118559,1121739
119712,1114118
119761,143801
119761,284025
120084,1140543
120817,1109873
120817,1140543
123556,141160
123556,14807
123556,50354
123825,1131464
123825,1154276
123825,23448
123825,42847
123825,447250
123825,649730
123825,649739
124224,169279
124224,6898
124296,51834
124828,1108169
126793,1131270
126793,16843
126909,103543
126920,103543
126920,126927
126920,645897
126926,103543
126926,126909
126927,103543
126927,126920
126927,644093
126927,645897
126927,646286
129287,907845
131042,40125
131117,152219
131117,212930
131122,212930
131315,411005
131317,411005
131318,411005
133553,105856
133553,1120049
133563,105856
133563,1120049
133615,1128531
133615,1153866
133615,55403
134307,134316
134314,1116044
134314,134316
134315,23069
134316,1117920
134316,142268
134320,23069
135464,1133004
135464,1135589
135464,120084
135464,237489
135464,8581
135765,6917
135766,135765
135766,449841
135766,6917
135798,1108656
137130,23070
137130,65074
137359,1108728
137359,1118286
137359,1153101
137359,1153150
137380,1108728
137380,37541
137380,85449
137849,1115291
137849,17242
137868,1110000
137868,1131277
137868,1131300
137868,1154068
137868,642827
137868,91581
137956,13024
139738,1108834
139865,1108841
139865,1110563
141160,1131345
141160,133553
141160,917493
141171,1121569
141596,40125
141868,429805
142268,1110209
142268,1117920
142268,134316
143801,284025
144330,63486
144408,219446
144408,3229
145134,129287
145134,641976
145176,1112723
145176,1132418
145176,40124
145215,141868
145215,429805
145215,654177
147870,1109185
147870,1132434
147870,636500
151430,1115670
151708,1120786
153063,1131223
153063,440815
153063,561568
153063,561581
153063,561593
153063,561595
153063,561610
153063,561613
153063,645084
154982,1121867
154982,1130927
154982,1130931
154982,1130934
154982,1133028
154982,129897
155158,397590
155158,8687
157401,1118017
158614,10169
158812,1127812
159084,1152711
159084,159085
159084,241821
159085,1152711
159085,241821
159897,310653
159897,683355
160732,1128853
160732,75969
162075,1109830
162075,162080
162075,737204
162080,1109830
162080,1135345
162080,162075
162080,739707
162664,118682
162664,39165
162664,531348
162664,531351
163235,1109873
166420,1119751
167670,1123068
169279,1132083
169279,1154103
169280,1132083
169280,1154103
174418,307336
174418,636511
174425,174418
174425,636511
175291,52784
175548,105856
175548,1120049
175548,689152
175548,753070
178209,1000012
178209,116084
178209,195150
178209,568045
178209,75972
179180,1110563
179180,1126037
179180,139865
179702,1121569
179702,1152859
179702,141171
179702,424540
179706,141171
180187,1131719
180373,180399
180399,1120084
180399,385572
184918,171225
184918,330148
187354,1117786
187354,1127851
187354,372862
188318,1110998
189571,1154232
189571,189572
189571,521855
189571,714748
189572,1134348
189574,1123689
189620,1133417
189623,683355
189655,559804
189655,714260
189655,714748
189774,1134346
189774,714879
191222,191216
191222,708945
192850,272720
193347,1129835
193347,1131719
193347,193354
193347,612306
193352,1129835
193352,1131719
193352,193347
193352,193354
193352,612306
193354,1129835
193918,1111240
193931,1111240
193931,193932
193932,1111240
194223,1126044
194223,390922
194609,1128868
194609,1129572
194609,1154520
194609,126128
194609,215912
194609,31927
194609,563613
194617,1124844
194617,1129572
194617,215912
194617,31932
195150,568045
197452,1135894
197452,424
199571,46431
200630,643734
202520,1115701
202520,446271
202522,446271
202639,1154123
202639,1154124
202639,144408
202639,242637
202639,643597
202639,672064
203646,1116569
205192,1132968
205192,578337
205192,99030
206524,48075
208345,1114777
208345,55801
215912,31932
217984,1112369
219218,1112417
219446,1112426
219446,1127812
219446,249421
219446,567018
226698,1112767
226698,1122304
227286,1115790
230879,1130808
230879,1132486
230879,1132948
230879,1133428
230879,1140230
230879,205192
230879,230884
230879,236759
230879,2658
230879,578309
230879,578337
230879,696342
230879,696343
230879,696345
230879,696346
230879,751408
230879,851968
230879,99030
230884,1131607
230884,1132486
230884,1135899
230884,751408
231198,1153195
231198,144408
232605,25413
232606,1132809
232606,232605
232606,25413
233106,12275
233106,630890
235678,235670
235678,235679
235678,689439
235679,1154524
235679,235670
235679,235678
235679,57773
235679,689439
235683,1154524
235683,235670
235683,235678
235683,235679
235683,57773
237489,1120059
237489,2665
237521,2665
238099,1127851
239800,95718
240321,1132434
240321,1132459
240321,1136397
240321,1154123
240321,1154124
240321,428610
240321,447250
240321,675649
240321,675847
240321,69392
241821,1152711
241821,159085
242637,1113541
245288,1122460
248395,1113828
248395,58552
249421,1127812
249421,567018
250566,1113926
252715,601561
255628,1135589
255628,1140543
255628,120084
256106,1114192
260121,1114352
260979,1114388
262108,1114442
262121,1114442
262178,1114442
262178,85449
263553,1117219
263553,662416
263553,6910
264556,120084
264556,289085
264556,335042
267003,75121
267824,1153195
267824,69198
270456,203646
270456,63549
272720,192850
278394,627024
278394,851968
278403,627024
280876,1115291
282700,1115375
